CustomerID,Recency,Frequency,Monetary,ReturnRate,ReturnCount,TotalReturnAmount,AvgOrderValue,CLV,LoyaltyScore,ShoppingTime,ShoppingMonth,ShoppingQuarter,Season,ShoppingMonth_1,ShoppingMonth_10,ShoppingMonth_11,ShoppingMonth_12,ShoppingMonth_2,ShoppingMonth_3,ShoppingMonth_4,ShoppingMonth_5,ShoppingMonth_6,ShoppingMonth_7,ShoppingMonth_8,ShoppingMonth_9,ShoppingQuarter_1,ShoppingQuarter_2,ShoppingQuarter_3,ShoppingQuarter_4,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Cluster
12347.0,1,7,3783.23,0.0,0.0,0.0,540.4614285714285,9408.333057851238,7.0,2011-12-07 15:52:00,12,4,Autumn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
12348.0,248,3,90.2,0.0,0.0,0.0,30.066666666666666,224.31404958677683,3.0,2011-04-05 10:47:00,4,2,Spring,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12349.0,18,1,1328.55,0.0,0.0,0.0,1328.55,3303.907212622088,1.0,2011-11-21 09:51:00,11,4,Autumn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
12350.0,309,1,294.4,0.0,0.0,0.0,294.4,732.1292261457548,1.0,2011-02-02 16:01:00,2,1,Winter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12352.0,35,7,1321.99,0.12092130518234165,7.0,120.33,188.8557142857143,3287.5934635612316,6.24486301369863,2011-11-03 14:37:00,11,4,Autumn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
12353.0,203,1,89.0,0.0,0.0,0.0,89.0,221.32982719759576,1.0,2011-05-19 17:47:00,5,2,Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12354.0,231,1,1013.6,0.0,0.0,0.0,1013.6,2520.6731780616074,1.0,2011-04-21 13:11:00,4,2,Spring,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
12355.0,213,1,238.9,0.0,0.0,0.0,238.9,594.1089406461307,1.0,2011-05-09 13:49:00,5,2,Spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12356.0,22,3,1778.89,0.0,0.0,0.0,592.9633333333334,4423.8361382419225,3.0,2011-11-17 08:40:00,11,4,Autumn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
12357.0,32,1,4817.2300000000005,0.0,0.0,0.0,4817.2300000000005,11979.738016528925,1.0,2011-11-06 16:07:00,11,4,Autumn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
12358.0,1,2,928.0600000000001,0.0,0.0,0.0,464.03000000000003,2307.947858752817,2.0,2011-12-08 10:26:00,12,4,Autumn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
12359.0,57,4,4175.9800000000005,0.003246753246753247,3.0,20.75,1043.9950000000001,10385.044177310292,3.9870550161812295,2011-10-13 12:47:00,10,4,Autumn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
12360.0,51,3,1931.26,0.0,0.0,0.0,643.7533333333333,4802.757776108188,3.0,2011-10-18 15:22:00,10,4,Autumn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
12361.0,286,1,174.9,0.0,0.0,0.0,174.9,434.95041322314046,1.0,2011-02-25 13:51:00,2,1,Winter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12362.0,2,10,4512.03,0.007780320366132723,8.0,71.65,451.203,11220.750788880538,9.922797456857403,2011-12-06 15:40:00,12,4,Autumn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
12363.0,109,2,552.0,0.0,0.0,0.0,276.0,1372.7422990232906,2.0,2011-08-22 10:18:00,8,3,Summer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
12364.0,7,3,1143.3,0.0,0.0,0.0,381.09999999999997,2843.2178812922607,3.0,2011-12-02 10:22:00,12,4,Autumn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
12365.0,290,1,307.94,0.0,0.0,0.0,307.94,765.8012021036812,1.0,2011-02-21 13:51:00,2,1,Winter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12367.0,3,1,138.3,0.0,0.0,0.0,138.3,343.9316303531179,1.0,2011-12-05 16:48:00,12,4,Autumn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
12370.0,50,4,2915.06,0.0,0.0,0.0,728.765,7249.322764838465,4.0,2011-10-19 14:51:00,10,4,Autumn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
