CustomerID,Recency,Frequency,Monetary,ReturnRate,ReturnCount,TotalReturnAmount,AvgOrderValue,CLV,ShoppingTime,ShoppingPeriod,ShoppingMonth,ShoppingMonth_1,ShoppingMonth_10,ShoppingMonth_11,ShoppingMonth_12,ShoppingMonth_2,ShoppingMonth_3,ShoppingMonth_4,ShoppingMonth_5,ShoppingMonth_6,ShoppingMonth_7,ShoppingMonth_8,ShoppingMonth_9,Cluster
12347.0,1,7,3783.23,0.0,0.0,0.0,540.4614285714285,11349.689999999999,2011-12-07 15:52:00,Afternoon,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12348.0,248,3,90.2,0.0,0.0,0.0,30.066666666666666,270.6,2011-04-05 10:47:00,Morning,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
12349.0,18,1,1328.55,0.0,0.0,0.0,1328.55,3985.6499999999996,2011-11-21 09:51:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12350.0,309,1,294.4,0.0,0.0,0.0,294.4,883.1999999999999,2011-02-02 16:01:00,Afternoon,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12352.0,35,7,1321.99,0.12092130518234165,7.0,120.33,188.8557142857143,3965.9700000000003,2011-11-03 14:37:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12353.0,203,1,89.0,0.0,0.0,0.0,89.0,267.0,2011-05-19 17:47:00,Afternoon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12354.0,231,1,1013.6,0.0,0.0,0.0,1013.6,3040.8,2011-04-21 13:11:00,Afternoon,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
12355.0,213,1,238.9,0.0,0.0,0.0,238.9,716.7,2011-05-09 13:49:00,Afternoon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12356.0,22,3,1778.89,0.0,0.0,0.0,592.9633333333334,5336.67,2011-11-17 08:40:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12357.0,32,1,4817.2300000000005,0.0,0.0,0.0,4817.2300000000005,14451.690000000002,2011-11-06 16:07:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12358.0,1,2,928.0600000000001,0.0,0.0,0.0,464.03000000000003,2784.1800000000003,2011-12-08 10:26:00,Morning,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12359.0,57,4,4175.9800000000005,0.003246753246753247,3.0,20.75,1043.9950000000001,12527.940000000002,2011-10-13 12:47:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12360.0,51,3,1931.26,0.0,0.0,0.0,643.7533333333333,5793.78,2011-10-18 15:22:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12361.0,286,1,174.9,0.0,0.0,0.0,174.9,524.7,2011-02-25 13:51:00,Afternoon,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12362.0,2,10,4512.03,0.007780320366132723,8.0,71.65,451.203,13536.09,2011-12-06 15:40:00,Afternoon,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12363.0,109,2,552.0,0.0,0.0,0.0,276.0,1656.0,2011-08-22 10:18:00,Morning,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12364.0,7,3,1143.3,0.0,0.0,0.0,381.09999999999997,3429.8999999999996,2011-12-02 10:22:00,Morning,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12365.0,290,1,307.94,0.0,0.0,0.0,307.94,923.8199999999999,2011-02-21 13:51:00,Afternoon,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12367.0,3,1,138.3,0.0,0.0,0.0,138.3,414.90000000000003,2011-12-05 16:48:00,Afternoon,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12370.0,50,4,2915.06,0.0,0.0,0.0,728.765,8745.18,2011-10-19 14:51:00,Afternoon,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12371.0,59,1,1476.96,0.0,0.0,0.0,1476.96,4430.88,2011-10-11 10:43:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12372.0,71,3,1196.04,0.0,0.0,0.0,398.68,3588.12,2011-09-29 12:12:00,Afternoon,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12373.0,310,1,324.6,0.0,0.0,0.0,324.6,973.8000000000001,2011-02-01 13:10:00,Afternoon,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12374.0,24,1,563.53,0.0,0.0,0.0,563.53,1690.59,2011-11-14 15:37:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12375.0,10,2,377.5,0.005681818181818182,1.0,2.08,188.75,1132.5,2011-11-29 10:36:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12377.0,314,2,1548.12,0.0,0.0,0.0,774.06,4644.36,2011-01-28 15:45:00,Afternoon,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12378.0,129,1,3660.7400000000002,0.0,0.0,0.0,3660.7400000000002,10982.220000000001,2011-08-02 10:34:00,Morning,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12379.0,81,2,736.44,0.002824858757062147,1.0,1.95,368.22,2209.32,2011-09-19 10:09:00,Morning,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12380.0,21,4,1911.8700000000001,0.0010416666666666667,1.0,4.25,477.96750000000003,5735.610000000001,2011-11-18 11:27:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12381.0,4,5,1421.56,0.031486146095717885,4.0,41.35,284.312,4264.68,2011-12-05 12:44:00,Afternoon,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12383.0,184,5,1478.99,0.0026595744680851063,1.0,11.25,295.798,4436.97,2011-06-08 08:02:00,Morning,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
12384.0,28,2,388.62,0.04201680672268908,3.0,19.11,194.31,1165.8600000000001,2011-11-11 08:39:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12386.0,366,1,215.7,0.0,0.0,0.0,215.7,647.0999999999999,2010-12-08 09:53:00,Morning,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12388.0,15,6,2609.2000000000003,0.0,0.0,0.0,434.86666666666673,7827.6,2011-11-24 12:30:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12390.0,79,1,470.94,0.0,0.0,0.0,470.94,1412.82,2011-09-21 09:33:00,Morning,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12391.0,21,1,422.71,0.0,0.0,0.0,422.71,1268.1299999999999,2011-11-18 12:07:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12393.0,71,4,1441.0,0.0,0.0,0.0,360.25,4323.0,2011-09-28 15:41:00,Afternoon,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12394.0,63,2,590.08,0.0,0.0,0.0,295.04,1770.2400000000002,2011-10-07 08:08:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12395.0,18,12,1973.6200000000001,0.004051863857374392,3.0,20.35,164.46833333333333,5920.86,2011-11-20 15:21:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12397.0,35,2,1915.55,0.0,0.0,0.0,957.775,5746.65,2011-11-04 09:52:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12398.0,45,1,1435.66,0.0,0.0,0.0,1435.66,4306.9800000000005,2011-10-25 10:27:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12399.0,118,4,778.65,0.0,0.0,0.0,194.6625,2335.95,2011-08-12 13:15:00,Afternoon,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12401.0,302,1,43.8,0.0,0.0,0.0,43.8,131.39999999999998,2011-02-09 13:50:00,Afternoon,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12402.0,322,1,195.6,0.0,0.0,0.0,195.6,586.8,2011-01-20 13:49:00,Afternoon,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12403.0,49,1,391.7,0.0,0.0,0.0,391.7,1175.1,2011-10-21 10:51:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12405.0,148,1,1266.0700000000002,0.0,0.0,0.0,1266.0700000000002,3798.2100000000005,2011-07-14 08:52:00,Morning,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
12406.0,21,2,3076.98,0.0,0.0,0.0,1538.49,9230.94,2011-11-17 19:22:00,Evening,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12407.0,49,5,1266.36,0.0,0.0,0.0,253.272,3799.08,2011-10-21 10:11:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12408.0,32,5,1956.21,0.008450704225352112,7.0,30.98,391.242,5868.63,2011-11-07 12:27:00,Afternoon,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12409.0,78,3,4101.91,0.007992007992007992,5.0,15.74,1367.3033333333333,12305.73,2011-09-22 10:38:00,Morning,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12410.0,308,2,507.83,0.00975609756097561,2.0,12.25,253.915,1523.49,2011-02-04 10:39:00,Morning,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12412.0,74,3,1115.04,0.0,0.0,0.0,371.68,3345.12,2011-09-26 10:16:00,Morning,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
12413.0,66,3,656.15,0.0035587188612099642,1.0,9.95,218.71666666666667,1968.4499999999998,2011-10-04 09:00:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12414.0,216,3,351.21,0.0,0.0,0.0,117.07,1053.6299999999999,2011-05-06 14:51:00,Afternoon,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
12415.0,24,11,11910.49,0.029039972668261017,57.0,196.45,1082.7718181818182,35731.47,2011-11-15 10:32:00,Morning,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12417.0,2,9,2647.5,0.008921933085501859,5.0,50.349999999999994,294.1666666666667,7942.5,2011-12-06 14:52:00,Afternoon,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12418.0,112,1,654.66,0.0,0.0,0.0,654.66,1963.98,2011-08-19 11:08:00,Morning,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
12420.0,63,1,523.5,0.0,0.0,0.0,523.5,1570.5,2011-10-07 08:55:00,Morning,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
